CHROM,POS,A_Kalix_Baltic_Spring,B_Vaxholm_Baltic_Spring,DalBoB_Atlantic_Autumn,DalGeB_Atlantic_Autumn,DalInB_Atlantic_Spring,DalNsF_Atlantic_Autumn,DalNsS_Atlantic_Spring,G_Gamleby_Baltic_Spring,HGS10_Downs_EnglishChannel_Winter,HGS11_RingkobingFjord_NorthSea_Spring,HGS12_BornholmBasin_Baltic_Autumn,HGS15_NSSH_Atlantic_Spring,HGS16_Orkney_NorthSea_Autumn,HGS17_IsleOfMan_IrishSea_Autumn,HGS18_CelticSea_Atlantic_AutumnWinter,HGS19_TeelinBay_Atlantic_Winter,HGS1_Riga_Baltic_Spring,HGS20_CapeWrath_Atlantic_Spring,HGS21_Hebrides_Atlantic_Mixed,HGS22_CapeWrath_Atlantic_Autumn,HGS23_Clyde_Atlantic_Spring,HGS24_Landvik_Atlantic_Spring,HGS25_Lindas_Atlantic_Spring,HGS26_Lusterfjorden_Atlantic_Spring,HGS27_Gloppen_Atlantic_Spring,HGS2_Riga_Baltic_Spring,HGS3_Riga_Baltic_Autumn,HGS4_Riga_Baltic_Autumn,HGS5_Schlei_Baltic_Autumn,HGS6_Schlei_Baltic_Spring,HGS71_Rugen_Baltic_Spring,HGS72_Rugen_Baltic_Spring,HGS8_KattegatNorth_Atlantic_Spring,HGS9_Greenland_Atlantic_Spring,H_Fehmarn_Baltic_Autumn,J_Traslovslage_Baltic_Spring,LandvikS17_Norway_Baltic_Spring,N_NorthSea_Atlantic_Autumn,O_Hamburgsund_Atlantic_Spring,PB10_Skagerrak_Atlantic_Spring,PB11_Kalmar_Baltic_Spring,PB12_Karlskrona_Baltic_Spring,PB1_HastKar_Baltic_Spring,PB2_Iceland_Atlantic_Spring,PB4_Hudiksvall_Baltic_Spring,PB5_Galve_Baltic_Spring,PB6_Galve_Baltic_Summer,PB7_Galve_Baltic_Autumn,PB9_Kattegat_Atlantic_Spring,PN3_CentralBaltic_Baltic_Spring,Q_Norway_Atlantic_Atlantic_Spring,TysklandS18_Germany_Baltic
chr1,19226286,0.6,0.6,1.0,1.0,1.0,1.0,1.0,0.57,1.0,0.58,0.77,1.0,1.0,1.0,1.0,1.0,0.54,0.96,1.0,1.0,1.0,0.93,1.0,1.0,1.0,0.54,0.53,0.49,0.55,0.83,0.6,0.68,0.97,1.0,0.62,0.63,0.71,1.0,1.0,0.93,0.64,0.56,0.4,1.0,0.56,0.66,0.57,0.56,0.83,0.58,1.0,0.66
chr1,19291085,0.7,0.64,1.0,1.0,1.0,1.0,1.0,0.63,0.97,0.5,0.59,1.0,1.0,1.0,1.0,1.0,0.69,0.92,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.59,0.66,0.65,0.47,0.69,0.67,0.62,0.92,1.0,0.66,0.7,0.78,1.0,0.87,0.92,0.68,0.5,0.5,1.0,0.49,0.5,0.54,0.42,0.86,0.45,1.0,0.67
chr1,19304466,0.64,0.53,1.0,1.0,1.0,1.0,1.0,0.53,1.0,0.53,0.67,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0,0.62,0.65,0.71,0.56,0.81,0.53,0.59,0.96,1.0,0.67,0.68,0.81,1.0,1.0,0.89,0.65,0.52,0.62,1.0,0.4,0.36,0.55,0.44,0.88,0.68,1.0,0.48
chr1,19317179,0.84,0.69,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.75,0.62,1.0,0.97,1.0,1.0,1.0,0.64,1.0,1.0,1.0,1.0,0.85,0.94,1.0,1.0,0.52,0.51,0.57,0.58,0.69,0.64,0.66,0.94,1.0,0.69,0.68,0.63,1.0,0.97,0.9,0.55,0.58,0.48,1.0,0.48,0.44,0.61,0.42,0.85,0.46,1.0,0.58
chr1,19357149,0.69,0.68,0.98,1.0,1.0,1.0,1.0,0.56,0.97,0.48,0.54,0.97,0.96,1.0,1.0,1.0,0.5,0.94,1.0,1.0,1.0,0.93,1.0,1.0,1.0,0.49,0.56,0.62,0.71,0.72,0.6,0.7,0.97,0.96,0.72,0.75,0.83,1.0,1.0,0.9,0.55,0.61,0.38,1.0,0.53,0.45,0.66,0.53,0.7,0.62,0.98,0.67
chr1,19397094,0.33,0.37,0.76,0.71,0.7,0.73,0.53,0.42,0.71,0.06,0.39,0.85,0.69,0.51,0.58,0.62,0.15,0.65,0.55,0.74,0.55,0.5,0.67,0.65,0.82,0.17,0.23,0.22,0.44,0.42,0.17,0.27,0.74,0.78,0.36,0.44,0.42,0.67,0.43,0.72,0.31,0.24,0.32,0.7,0.24,0.21,0.35,0.18,0.43,0.24,0.74,0.32
chr1,19421483,0.78,0.57,0.97,1.0,1.0,1.0,1.0,0.27,1.0,0.59,0.77,1.0,1.0,0.97,1.0,1.0,0.64,1.0,1.0,1.0,1.0,0.85,0.97,1.0,1.0,0.56,0.59,0.64,0.62,0.82,0.67,0.63,0.94,1.0,0.76,0.69,0.84,1.0,0.88,1.0,0.57,0.58,0.33,1.0,0.54,0.57,0.56,0.54,0.92,0.61,1.0,0.64
chr1,19470265,0.76,0.69,1.0,1.0,0.95,1.0,1.0,0.56,0.9,0.52,0.62,0.9,0.85,1.0,0.93,1.0,0.57,1.0,1.0,1.0,1.0,0.82,1.0,0.97,0.97,0.69,0.48,0.51,0.53,0.72,0.58,0.66,1.0,0.96,0.56,0.61,0.7,0.97,0.92,0.88,0.55,0.3,0.64,1.0,0.49,0.39,0.56,0.71,0.89,0.52,1.0,0.77
chr1,19516116,0.66,0.64,0.82,0.93,1.0,1.0,1.0,0.53,1.0,0.53,0.85,1.0,1.0,1.0,0.97,0.97,0.59,0.88,1.0,1.0,1.0,0.81,1.0,1.0,0.91,0.48,0.55,0.52,0.75,0.87,0.62,0.59,0.84,1.0,0.62,0.58,0.68,1.0,0.93,0.83,0.54,0.53,0.39,1.0,0.47,0.52,0.56,0.58,0.86,0.53,0.96,0.76
chr1,19541295,0.72,0.49,0.23,0.21,0.11,0.48,0.26,0.73,0.4,0.54,0.82,0.25,0.31,0.38,0.33,0.14,0.8,0.19,0.24,0.28,0.33,0.56,0.41,0.17,0.53,0.67,0.74,0.75,0.66,0.74,0.81,0.7,0.42,0.0,0.74,0.76,0.52,0.37,0.62,0.42,0.68,0.66,0.72,0.28,0.76,0.75,0.73,0.78,0.59,0.82,0.38,0.7
chr1,19579289,0.83,0.59,0.25,0.33,0.25,0.5,0.33,0.59,0.54,0.79,0.77,0.45,0.29,0.4,0.57,0.32,0.93,0.38,0.26,0.37,0.25,0.63,0.54,0.4,0.45,0.75,0.8,0.75,0.54,0.61,0.68,0.69,0.35,0.1,0.78,0.75,0.6,0.34,0.68,0.48,0.68,0.64,0.7,0.39,0.86,0.9,0.77,0.86,0.47,0.92,0.45,0.64
chr1,19627708,0.8,0.65,1.0,1.0,1.0,1.0,1.0,0.55,0.93,0.5,0.64,1.0,1.0,1.0,1.0,1.0,0.68,0.91,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.53,0.53,0.47,0.38,0.67,0.61,0.75,1.0,1.0,0.61,0.57,0.87,1.0,0.94,0.96,0.68,0.46,0.67,1.0,0.6,0.6,0.57,0.67,0.74,0.62,0.98,0.77
chr1,28925537,0.68,0.66,1.0,0.97,1.0,1.0,1.0,0.5,1.0,0.55,0.97,0.96,1.0,1.0,0.93,0.97,0.53,1.0,0.97,1.0,1.0,0.64,1.0,0.8,0.91,0.67,0.89,0.81,0.27,0.71,0.38,0.46,0.94,0.95,0.88,0.46,0.56,0.95,0.81,0.85,0.46,0.65,0.67,1.0,0.62,0.68,0.44,0.97,0.71,0.69,0.98,0.5
chr1,28952780,0.71,0.56,1.0,1.0,1.0,1.0,1.0,0.35,1.0,0.59,0.85,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,1.0,1.0,0.8,1.0,0.92,1.0,0.44,0.84,0.81,0.62,0.66,0.55,0.5,0.97,1.0,0.87,0.6,0.54,1.0,0.75,0.71,0.56,0.53,0.56,1.0,0.57,0.64,0.57,0.86,0.74,0.61,1.0,0.61
chr1,29138837,0.57,0.33,0.78,0.74,0.8,0.87,0.83,0.6,0.75,0.41,0.66,0.91,0.86,0.85,0.88,1.0,0.38,0.81,0.72,0.85,0.8,0.63,0.77,0.62,0.71,0.43,0.68,0.78,0.36,0.4,0.6,0.42,0.34,0.89,0.56,0.5,0.32,0.85,0.6,0.66,0.44,0.18,0.43,0.89,0.53,0.4,0.37,0.76,0.55,0.48,0.79,0.3
chr1,29195042,0.62,0.5,0.94,0.92,0.47,0.67,0.54,0.63,0.71,0.16,0.8,0.83,0.92,0.85,0.78,1.0,0.62,0.88,0.85,0.85,0.8,0.64,0.9,0.81,0.68,0.61,0.62,0.62,0.43,0.12,0.43,0.27,0.72,1.0,0.69,0.33,0.44,0.84,0.48,0.52,0.68,0.53,0.73,0.79,0.67,0.47,0.56,0.72,0.76,0.59,0.88,0.2
chr1,29845468,0.43,0.59,0.87,0.79,0.88,0.87,0.91,0.43,0.88,0.52,0.62,0.83,0.79,0.78,0.92,0.89,0.68,0.84,0.86,0.93,0.87,0.74,0.75,0.73,0.91,0.55,0.71,0.68,0.38,0.42,0.33,0.41,0.77,0.92,0.57,0.32,0.56,0.91,0.84,0.56,0.36,0.59,0.73,0.96,0.39,0.35,0.57,0.47,0.38,0.52,0.89,0.43
chr2,3204469,0.75,0.71,0.5,0.27,0.12,0.38,0.04,0.89,0.69,0.86,0.56,0.58,0.74,0.76,0.79,0.65,0.67,0.42,0.56,0.84,0.31,0.52,0.7,0.41,0.57,0.68,0.73,0.54,0.92,0.93,0.81,0.84,0.4,0.52,0.55,0.81,0.78,0.83,0.66,0.39,0.83,0.78,0.48,0.62,0.86,0.75,0.67,0.48,0.72,0.69,0.44,0.82
chr2,4873730,0.29,0.47,0.77,0.69,0.87,0.67,0.71,0.41,0.83,0.4,0.46,0.66,0.8,0.81,0.85,0.79,0.29,0.65,0.68,0.81,0.88,0.62,0.77,0.72,0.76,0.39,0.39,0.41,0.33,0.41,0.57,0.56,0.76,0.9,0.22,0.41,0.58,0.89,0.71,0.74,0.16,0.36,0.24,0.74,0.4,0.42,0.36,0.33,0.76,0.46,0.84,0.31
chr2,4898340,0.46,0.52,1.0,1.0,1.0,1.0,1.0,0.48,1.0,0.67,0.73,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,1.0,1.0,0.78,1.0,1.0,1.0,0.56,0.43,0.55,0.67,0.74,0.62,0.41,1.0,1.0,0.63,0.52,0.75,1.0,1.0,0.85,0.39,0.71,0.62,1.0,0.54,0.39,0.48,0.52,0.76,0.61,1.0,0.45
chr2,4917409,0.48,0.48,1.0,1.0,1.0,1.0,1.0,0.52,1.0,0.57,0.65,1.0,1.0,1.0,1.0,1.0,0.59,1.0,1.0,1.0,1.0,0.88,0.94,1.0,0.97,0.55,0.59,0.61,0.56,0.69,0.68,0.6,0.9,1.0,0.67,0.68,0.84,1.0,0.93,0.89,0.48,0.57,0.62,1.0,0.62,0.59,0.58,0.51,0.85,0.61,1.0,0.57
chr2,4947879,0.47,0.65,0.15,0.18,0.0,0.0,0.09,0.33,0.09,0.41,0.44,0.0,0.18,0.06,0.08,0.03,0.47,0.0,0.0,0.0,0.21,0.26,0.12,0.07,0.03,0.58,0.5,0.33,0.36,0.41,0.5,0.55,0.29,0.11,0.48,0.46,0.52,0.03,0.15,0.23,0.57,0.4,0.73,0.18,0.58,0.41,0.54,0.53,0.31,0.44,0.05,0.57
chr2,4962551,0.26,0.13,0.71,0.7,0.68,0.77,0.83,0.2,0.78,0.32,0.31,0.57,0.63,0.58,0.5,0.64,0.23,0.76,0.79,0.64,0.77,0.64,0.74,0.38,0.6,0.25,0.3,0.2,0.19,0.26,0.13,0.22,0.71,0.8,0.21,0.31,0.33,0.67,0.48,0.72,0.12,0.2,0.18,0.62,0.14,0.2,0.17,0.17,0.48,0.33,0.77,0.16
chr2,4978001,0.51,0.52,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.75,0.54,1.0,1.0,1.0,1.0,1.0,0.55,1.0,0.97,1.0,1.0,0.86,1.0,1.0,1.0,0.58,0.55,0.43,0.71,0.62,0.54,0.46,0.9,1.0,0.42,0.58,0.72,1.0,1.0,1.0,0.59,0.58,0.41,1.0,0.47,0.41,0.54,0.57,0.94,0.55,1.0,0.51
chr2,4992487,0.25,0.32,0.79,0.81,0.61,0.75,0.86,0.27,0.72,0.58,0.24,0.91,0.66,0.67,0.73,0.91,0.37,0.74,0.86,0.66,0.87,0.71,0.77,0.77,0.89,0.28,0.28,0.4,0.33,0.68,0.5,0.31,0.91,0.73,0.43,0.45,0.73,0.84,0.55,0.89,0.35,0.32,0.3,0.72,0.42,0.32,0.26,0.37,0.62,0.43,0.82,0.42
chr2,5022458,0.43,0.63,1.0,1.0,1.0,1.0,1.0,0.42,1.0,0.73,0.73,1.0,1.0,1.0,1.0,1.0,0.68,1.0,1.0,0.94,1.0,0.66,1.0,1.0,1.0,0.57,0.52,0.5,0.5,0.56,0.64,0.57,0.97,1.0,0.56,0.49,0.65,1.0,1.0,0.98,0.7,0.44,0.46,1.0,0.63,0.66,0.6,0.46,0.93,0.6,1.0,0.56
chr2,5149254,0.9,0.92,0.59,0.28,0.53,0.75,0.4,0.78,0.39,0.81,0.97,0.48,0.27,0.37,0.55,0.58,0.86,0.67,0.5,0.46,0.64,0.57,0.33,0.33,0.57,0.89,0.84,0.85,0.77,0.93,0.91,0.84,0.59,0.5,0.88,0.73,0.62,0.33,0.61,0.56,0.89,0.97,0.92,0.48,0.88,0.84,0.87,0.89,0.61,0.9,0.32,0.77
chr2,5166843,1.0,1.0,0.47,0.14,0.27,0.27,0.36,0.97,0.59,0.64,0.95,0.19,0.32,0.21,0.41,0.32,0.96,0.33,0.36,0.41,0.36,0.44,0.45,0.35,0.17,0.87,0.96,0.95,1.0,0.69,0.68,0.97,0.45,0.46,0.84,0.77,0.41,0.14,0.38,0.32,0.96,0.94,0.97,0.5,0.98,1.0,0.93,0.93,0.41,0.92,0.36,0.9
chr2,5280407,0.45,0.26,0.76,0.85,0.79,0.88,0.77,0.41,0.71,0.41,0.3,0.59,0.79,0.83,0.82,0.79,0.28,0.88,0.88,0.86,0.9,0.78,0.76,0.97,0.87,0.34,0.25,0.33,0.26,0.57,0.25,0.32,0.83,0.83,0.39,0.45,0.48,0.93,0.8,0.68,0.57,0.32,0.44,0.72,0.45,0.21,0.26,0.42,0.62,0.47,0.64,0.34
chr2,9080626,0.38,0.88,0.63,0.76,0.73,0.83,0.79,0.73,0.82,0.5,0.2,0.88,0.81,0.68,0.83,1.0,0.57,0.65,0.94,0.96,0.87,0.73,0.94,0.83,0.88,0.61,0.32,0.22,0.91,0.64,0.56,0.63,0.67,0.91,0.32,0.84,0.71,0.92,0.8,0.89,0.64,0.3,0.29,0.86,0.39,0.56,0.46,0.17,0.83,0.64,0.72,0.58
chr2,9379871,0.44,0.25,0.74,0.74,0.7,0.72,0.93,0.29,0.64,0.33,0.44,0.69,0.54,0.86,0.75,0.66,0.3,0.6,0.73,0.48,0.7,0.62,0.69,0.82,0.67,0.34,0.38,0.24,0.09,0.22,0.29,0.25,0.84,0.62,0.44,0.23,0.4,0.62,0.54,0.73,0.32,0.44,0.33,0.73,0.47,0.48,0.35,0.33,0.51,0.33,0.56,0.14
chr2,10205706,0.45,0.38,0.85,0.82,0.81,0.78,0.87,0.72,0.77,0.83,0.92,0.87,0.78,0.93,0.91,0.83,0.14,0.73,0.95,0.86,0.96,0.76,1.0,0.93,0.8,0.15,0.67,0.7,0.45,0.81,0.67,0.71,0.94,0.68,0.86,0.7,1.0,0.93,0.72,0.89,0.68,0.48,0.58,0.95,0.48,0.41,0.73,0.53,0.84,0.29,0.87,0.62
chr2,15811140,0.77,0.81,0.32,0.28,0.18,0.35,0.16,0.94,1.0,0.81,0.9,0.3,0.86,0.89,0.95,0.74,0.85,0.68,0.73,0.79,0.94,0.97,0.79,0.97,0.88,0.9,0.95,0.82,0.81,0.97,1.0,1.0,1.0,0.05,1.0,1.0,0.96,0.87,0.92,0.91,1.0,0.92,0.93,0.21,0.72,0.81,0.88,0.68,1.0,0.9,0.32,1.0
chr2,23636674,0.23,0.14,0.66,0.69,0.79,0.48,0.62,0.0,0.62,0.39,0.33,0.65,0.7,0.69,0.75,0.65,0.25,0.6,0.52,0.6,0.8,0.5,0.73,0.19,0.32,0.13,0.31,0.2,0.52,0.43,0.25,0.41,0.57,0.78,0.44,0.41,0.4,0.5,0.47,0.26,0.27,0.24,0.25,0.64,0.33,0.32,0.21,0.14,0.38,0.3,0.61,0.32
chr2,24917346,0.17,0.0,0.92,0.86,0.48,0.61,0.61,0.36,0.56,0.52,0.55,0.26,0.62,0.47,0.56,0.5,0.04,0.31,0.59,0.55,0.21,0.47,0.26,0.19,0.16,0.14,0.53,0.36,0.71,0.83,0.92,0.71,0.28,0.96,0.53,0.85,0.36,0.71,0.37,0.26,0.21,0.24,0.12,0.15,0.29,0.18,0.3,0.5,0.53,0.23,0.26,0.66
chr2,27492155,0.27,0.2,0.83,0.74,0.69,0.73,0.86,0.08,0.68,0.42,0.29,0.72,0.62,0.71,0.81,0.77,0.38,0.62,0.55,0.71,0.67,0.56,0.62,0.5,0.6,0.28,0.27,0.34,0.2,0.26,0.3,0.33,0.49,0.83,0.34,0.37,0.65,0.71,0.69,0.51,0.24,0.43,0.19,0.74,0.1,0.14,0.19,0.33,0.45,0.24,0.98,0.19
chr3,2438981,0.59,0.52,0.21,0.44,0.42,0.45,0.34,0.68,0.22,0.18,0.24,0.21,0.15,0.19,0.22,0.0,0.2,0.25,0.11,0.17,0.3,0.2,0.15,0.25,0.22,0.23,0.2,0.11,0.12,0.14,0.06,0.16,0.19,0.1,0.47,0.67,0.41,0.61,0.61,0.58,0.77,0.6,0.75,0.57,0.69,0.56,0.76,0.68,0.59,0.5,0.57,0.5
chr3,9571741,0.68,0.54,0.94,0.93,0.77,0.92,0.77,0.47,0.83,0.25,0.77,0.86,1.0,0.94,0.95,0.84,0.77,1.0,0.94,0.84,0.96,0.65,0.96,0.94,0.9,0.64,0.55,0.58,0.41,0.34,0.41,0.44,0.68,1.0,0.63,0.66,0.63,0.92,0.77,0.5,0.46,0.83,0.87,0.91,0.51,0.72,0.57,0.61,0.53,0.65,0.91,0.31
chr3,13024175,0.79,0.9,0.47,0.53,0.33,0.58,0.41,0.91,0.44,0.64,0.44,0.38,0.19,0.28,0.27,0.19,0.48,0.26,0.38,0.36,0.37,0.45,0.28,0.32,0.31,0.49,0.6,0.65,0.56,0.56,0.68,0.62,0.39,0.61,0.92,0.96,0.67,0.67,0.62,0.44,0.77,0.76,0.82,0.76,0.77,0.53,0.65,0.79,0.7,0.52,0.82,0.8
chr3,16918974,1.0,1.0,0.98,0.79,1.0,1.0,1.0,1.0,0.81,0.28,1.0,0.63,0.76,0.39,0.73,0.59,0.71,1.0,1.0,1.0,0.67,1.0,0.26,0.96,0.93,0.97,0.97,0.97,0.96,0.96,1.0,1.0,0.17,1.0,1.0,1.0,0.81,1.0,0.9,0.83,1.0,0.93,0.96,0.78,1.0,1.0,1.0,1.0,0.87,1.0,0.96,1.0
chr3,31917707,0.75,0.61,1.0,1.0,1.0,0.94,1.0,0.62,1.0,0.84,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.47,0.9,0.93,0.95,0.97,0.88,0.69,0.97,1.0,0.97,0.8,0.87,1.0,0.92,1.0,0.56,0.39,0.59,1.0,0.43,0.32,0.65,0.95,0.74,0.48,1.0,0.84
chr4,2761352,0.18,0.47,0.86,0.9,0.6,0.83,0.77,0.44,0.77,0.21,0.43,0.68,0.88,0.79,0.93,0.8,0.34,0.8,0.81,0.74,0.67,0.39,0.58,0.7,0.78,0.33,0.55,0.48,0.19,0.16,0.05,0.16,0.61,0.88,0.62,0.25,0.61,0.84,0.46,0.42,0.39,0.45,0.45,0.73,0.46,0.32,0.62,0.38,0.24,0.38,0.83,0.18
chr4,10950619,0.39,0.56,0.95,1.0,1.0,1.0,0.97,0.4,0.92,0.93,1.0,0.88,0.79,0.97,1.0,1.0,0.44,1.0,0.97,0.93,0.67,0.89,1.0,0.97,0.94,0.52,0.83,0.76,1.0,1.0,0.92,0.84,0.78,0.65,0.97,0.84,0.96,1.0,0.89,0.93,0.44,0.44,0.26,0.94,0.37,0.52,0.39,0.92,0.97,0.46,0.98,0.78
chr4,10975129,0.52,0.56,1.0,1.0,1.0,1.0,1.0,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47,0.87,0.84,1.0,1.0,1.0,0.95,1.0,1.0,0.97,0.92,1.0,1.0,1.0,1.0,0.7,0.48,0.42,1.0,0.51,0.44,0.51,1.0,1.0,0.36,1.0,0.94
chr4,10990835,0.41,0.54,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42,0.83,0.7,1.0,1.0,1.0,0.85,1.0,1.0,0.9,0.88,1.0,1.0,1.0,1.0,0.63,0.45,0.44,1.0,0.68,0.54,0.63,0.91,1.0,0.64,1.0,0.96
chr4,11002426,0.64,0.61,1.0,1.0,0.9,1.0,1.0,0.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43,0.83,0.81,1.0,1.0,0.95,0.93,1.0,1.0,0.97,0.9,1.0,1.0,1.0,1.0,0.55,0.43,0.32,1.0,0.55,0.24,0.5,0.93,0.98,0.5,0.98,0.97
chr4,11113611,0.21,0.42,1.0,1.0,1.0,1.0,1.0,0.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27,0.8,0.76,1.0,1.0,0.95,1.0,1.0,1.0,0.9,0.63,1.0,1.0,1.0,1.0,0.46,0.25,0.23,1.0,0.31,0.23,0.21,0.81,1.0,0.46,1.0,0.89
chr4,11135063,0.97,0.86,0.54,0.38,0.42,0.56,0.53,0.87,0.44,0.5,0.5,0.45,0.4,0.47,0.48,0.4,0.88,0.42,0.5,0.35,0.65,0.36,0.48,0.48,0.56,0.85,0.66,0.82,0.38,0.43,0.32,0.55,0.5,0.09,0.58,0.45,0.39,0.61,0.44,0.31,0.78,1.0,1.0,0.38,0.93,0.82,1.0,0.58,0.53,0.89,0.54,0.48
chr4,11146651,0.24,0.12,0.92,0.91,0.83,0.75,0.87,0.08,0.75,0.96,0.88,0.79,0.96,0.75,0.88,0.77,0.15,0.83,0.81,0.93,0.84,0.92,0.92,0.96,0.98,0.11,0.62,0.58,0.9,1.0,0.96,0.84,0.94,1.0,0.79,0.77,0.96,0.82,0.91,0.9,0.34,0.11,0.25,0.87,0.12,0.11,0.26,0.79,0.93,0.31,0.8,0.75
chr4,11163301,0.9,0.92,0.45,0.54,0.53,0.33,0.45,0.93,0.39,0.38,0.47,0.52,0.33,0.33,0.44,0.56,0.87,0.29,0.5,0.26,0.62,0.37,0.33,0.28,0.28,0.85,0.51,0.61,0.26,0.5,0.44,0.37,0.22,0.65,0.45,0.52,0.36,0.46,0.45,0.42,0.65,0.87,1.0,0.42,0.86,0.88,0.89,0.61,0.64,0.85,0.39,0.44
chr4,11200675,0.05,0.14,1.0,1.0,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.19,0.68,0.69,1.0,1.0,0.77,0.94,1.0,1.0,0.9,0.82,1.0,0.95,1.0,1.0,0.33,0.12,0.13,1.0,0.33,0.21,0.15,0.76,1.0,0.29,1.0,0.93
chr4,11246100,0.21,0.09,0.81,0.75,0.79,0.88,0.66,0.16,0.82,0.86,0.75,0.84,0.82,0.6,0.92,0.84,0.37,0.81,0.84,0.85,0.74,0.78,0.75,0.67,0.77,0.29,0.55,0.6,0.76,0.71,0.68,0.76,0.68,0.74,0.73,0.54,0.93,0.85,0.64,0.78,0.55,0.4,0.44,0.88,0.37,0.39,0.35,0.73,0.84,0.59,0.79,0.86
chr4,11353709,0.28,0.33,0.86,0.92,0.96,0.89,0.97,0.32,0.96,0.9,0.92,0.97,0.94,0.87,0.86,0.9,0.37,0.89,0.91,0.91,1.0,0.86,0.87,1.0,0.92,0.32,0.78,0.67,0.83,1.0,0.82,0.94,1.0,0.97,0.85,0.92,0.87,0.91,0.95,0.89,0.34,0.33,0.14,0.88,0.46,0.42,0.21,0.77,0.95,0.22,0.96,0.83
chr4,11449846,0.34,0.34,1.0,1.0,1.0,1.0,1.0,0.35,0.97,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23,0.83,0.84,1.0,1.0,0.9,0.97,1.0,1.0,0.97,0.86,1.0,1.0,1.0,1.0,0.34,0.42,0.26,1.0,0.39,0.57,0.35,0.72,1.0,0.45,1.0,0.94
chr4,11516834,0.41,0.33,0.94,0.83,0.82,0.8,0.91,0.24,0.93,0.77,0.9,0.7,1.0,0.88,1.0,0.9,0.21,0.83,0.89,0.87,0.96,0.81,0.88,0.81,0.92,0.19,0.65,0.7,0.7,0.68,0.61,0.68,0.7,0.68,0.86,0.85,0.59,0.88,0.73,0.89,0.64,0.27,0.22,0.82,0.24,0.26,0.22,0.81,0.58,0.34,0.79,0.82
chr4,11592876,0.73,0.83,0.23,0.35,0.33,0.24,0.31,0.7,0.14,0.45,0.52,0.5,0.25,0.21,0.19,0.39,0.82,0.33,0.26,0.38,0.18,0.58,0.26,0.26,0.27,0.77,0.52,0.51,0.75,0.34,0.69,0.36,0.22,0.24,0.51,0.21,0.6,0.29,0.58,0.43,0.75,0.83,0.86,0.27,0.73,0.79,0.79,0.39,0.46,0.79,0.3,0.54
chr4,11624653,0.38,0.38,1.0,1.0,1.0,1.0,1.0,0.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.82,0.73,1.0,1.0,0.91,0.93,1.0,1.0,0.84,0.96,1.0,1.0,1.0,1.0,0.55,0.47,0.39,1.0,0.35,0.61,0.34,0.88,1.0,0.51,1.0,1.0
chr4,11653666,0.85,0.88,0.39,0.52,0.38,0.47,0.48,0.96,0.33,0.3,0.48,0.53,0.23,0.32,0.34,0.23,0.86,0.31,0.43,0.37,0.62,0.47,0.37,0.55,0.53,0.83,0.56,0.51,0.36,0.34,0.27,0.41,0.37,0.42,0.56,0.76,0.2,0.26,0.35,0.26,0.8,0.83,0.88,0.46,0.71,0.79,0.69,0.53,0.43,0.88,0.28,0.5
chr4,11664504,0.4,0.52,1.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.76,0.75,1.0,1.0,0.95,0.97,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,0.57,0.54,0.5,1.0,0.55,0.5,0.53,0.81,1.0,0.4,1.0,0.97
chr4,11704134,0.33,0.38,0.71,0.62,0.82,0.73,0.78,0.34,0.78,0.89,0.69,0.81,0.74,0.81,0.71,0.76,0.32,0.91,0.85,0.87,0.72,0.78,0.68,0.79,0.71,0.12,0.7,0.53,0.95,0.92,0.9,0.74,0.93,0.61,0.76,0.8,1.0,0.83,0.88,0.81,0.46,0.43,0.33,0.84,0.49,0.36,0.28,0.64,0.67,0.28,0.75,0.67
